000005103570599,00384279070033897044,F78FDC00,ا,ARABIA_SAUDI_FCA_OL,,	
000005103550599,00384279070004589145,F782H100,I,ARABIA_SAUDI_FCA_OL,,	
000005177290599,00384279070001161269,F78R9N00,A,EMIRATOS_ARABES_CPT_OL,,	
000005131450599,00384279070033876742,F783VJ00,M,INDONESIA,,	
000005104530599,00384279070001125186,F79KTV00,D,INDONESIA,,	
000005213370599,00384279070000972491,F79KYW00,G,INDONESIA,,	
000005099310599,00384279070001343702,F79OBG00,h,MALASIA_CPT,,	
000005096260599,00384279070026724470,F75IEY00,S,TAILANDIA,,	
